user,completed,rating,status,pattern_id,average_rating,rating_count,attributes,categories
Oiorain,4,4,4,4,4,4,4,4
OkamiShoujo,22,25,25,25,25,22,25,25
OlannGra,19,20,20,20,20,19,20,20
OldSaltCraftCo,6,7,7,7,7,5,7,7
Oleko,14,14,14,14,14,13,14,14
OliviaHK,25,31,31,31,31,31,31,31
Omax,1,1,1,1,1,1,1,1
Ommphalous,49,56,56,56,56,54,56,56
OnTenterhooks,56,58,58,58,58,56,58,58
OneRowLeft,1,1,1,1,1,1,1,1
Onyxkat1998,2,2,2,2,2,2,2,2
Orcadia,11,11,11,11,11,11,11,11
OreoQueen,23,50,50,50,50,48,50,50
OzNainai,1,1,1,1,1,1,1,1
PNTSAI,3,3,3,3,3,2,3,3
PNWyarnstash,2,2,2,2,2,2,2,2
PVotaw,3,4,4,4,4,3,4,4
PachydermPumps,0,1,1,1,1,1,1,1
PackerKnitter,9,18,18,18,18,16,18,18
PaddleDuck,1,2,2,2,2,2,2,2
Pagan,55,58,58,58,58,57,58,58
Paigethomson,1,1,1,1,1,1,1,1
Paik,39,39,39,39,39,38,39,39
Pairodox75,3,9,9,9,9,9,9,9
PajamaKnit,20,24,24,24,24,24,24,24
PalerThanWhite,63,73,73,73,73,72,73,73
Pam0616,7,9,9,9,9,9,9,9
Pammy77,70,75,75,75,75,75,75,75
Pandas24,1,1,1,1,1,1,1,1
Pania,88,112,112,112,112,111,112,112
Patchwitch,7,7,7,7,7,6,7,7
Patmaus64,5,9,9,9,9,9,9,9
Patrick-Zein,15,17,17,17,17,9,17,17
Patruu81,2,2,2,2,2,2,2,2
PatternFudger,1,2,2,2,2,2,2,2
PattyLaLaLa,2,5,5,5,5,5,5,5
PaulaKay,3,9,8,9,9,8,9,9
Paulis,5,5,5,5,5,5,5,5
Peachy6560,4,4,4,4,4,4,4,4
Pecan314,1,1,1,1,1,1,1,1
Peeriedonna,10,13,13,13,13,13,13,13
Pegcitygal,23,29,29,29,29,29,29,29
PeggyBam,4,6,6,6,6,6,6,6
Pentakis,7,7,7,7,7,7,7,7
Perky777,3,3,2,3,3,3,3,3
PeterudW,51,61,61,61,61,59,61,61
PetraBaerbel,15,15,15,15,15,15,15,15
Phantoma,101,112,112,112,112,109,112,112
Philagone,1,1,1,1,1,1,1,1
Philigry,56,66,66,66,66,64,66,66
Photomusen,11,12,12,12,12,10,12,12
Phylibustr,19,20,20,20,20,12,20,20
PiccolaNiki,1,1,1,1,1,0,1,1
Pieg,1,7,7,7,7,7,7,7
Piikupikkuinen,40,44,44,44,44,36,44,44
Pikajenn,2,2,2,2,2,2,2,2
PilonCa,21,24,24,24,24,22,24,24
Pipefiddle,5,14,14,14,14,14,14,14
Pippie,1,2,2,2,2,2,2,2
Pizzelles,8,8,8,8,8,8,8,8
Pjingles,11,20,20,20,20,20,20,20
Pliina,83,85,85,85,85,82,85,85
PlumBlossom,14,14,14,14,14,14,14,14
Pobby,3,3,3,3,3,3,3,3
Pocketful0fPosies,2,2,2,2,2,2,2,2
Poe,8,11,11,11,11,11,11,11
Poiboigt,1,15,11,15,15,13,15,15
Poidsplume,3,3,3,3,3,2,3,3
Pokito,104,106,106,106,106,79,106,106
PollyHarrington,154,155,155,155,155,139,155,155
Polnareff,19,20,20,20,20,20,20,20
PonchySue,87,101,101,101,101,88,101,101
PookYarns,24,34,34,34,34,32,34,34
Poppy025,1,1,1,1,1,1,1,1
PoshLumberjack,1,2,2,2,2,2,2,2
Prairiedaun,374,394,394,394,394,381,394,394
Pralinek,8,9,9,9,9,9,9,9
Preluda,5,15,15,15,15,15,15,15
Presentia,0,1,1,1,1,1,1,1
Princess-Zelda,1,2,2,2,2,2,2,2
Princess2842,4,4,4,4,4,4,4,4
Princess72,18,47,47,47,47,27,47,47
PrincessNicole,1,1,1,1,1,1,1,1
PrincessOfWool,10,14,14,14,14,14,14,14
Profairy,3,4,4,4,4,4,4,4
Pruethegoodtwin,0,1,1,1,1,1,1,1
Pryntyl86,1,1,1,1,1,1,1,1
Pugalicious24,3,3,3,3,3,3,3,3
Pulverheksa2,9,19,19,19,19,17,19,19
Pumpkinpuppy,33,35,35,35,35,34,35,35
Purl2togHeather,16,17,17,17,17,15,17,17
Purplelist,1,2,2,2,2,2,2,2
Purrrrl,0,3,3,3,3,3,3,3
Puttentame,49,50,50,50,50,45,50,50
Pyrusj,3,5,5,5,5,5,5,5
Qarro,2,6,6,6,6,6,6,6
Qtpigirl,3,5,5,5,5,5,5,5
Quickquotes,3,5,5,5,5,3,5,5
QuiteCool,211,216,216,216,216,206,216,216
RNgirlcrafts,73,75,75,75,75,75,75,75
RSnavely,0,2,2,2,2,2,2,2
Rachelthomsen,1,1,1,1,1,1,1,1
Rachiesparrow,5,5,5,5,5,5,5,5
Radala,3,5,5,5,5,4,5,5
Rae-jay,0,1,1,1,1,1,1,1
RaeClay,1,1,1,1,1,1,1,1
RagnhildAaR,3,6,6,6,6,6,6,6
RainbowStripe,1,2,2,2,2,2,2,2
RainyCityGirl,1,1,1,1,1,1,1,1
RaisingOlives,27,35,35,35,35,35,35,35
Rajigah,24,27,27,27,27,27,27,27
RandomKraftiness,9,9,9,9,9,7,9,9
Ranechild,0,1,1,1,1,1,1,1
Rani,54,64,64,64,64,63,64,64
Raphaela,35,35,35,35,35,35,35,35
Raspberrycrush,28,31,31,31,31,30,31,31
RayeMusgrave,2,8,8,8,8,8,8,8
ReadWriteLib,0,1,1,1,1,1,1,1
ReadySetStitch,40,53,53,53,53,53,53,53
RealMarcia,2,2,2,2,2,2,2,2
RebekahJean,115,145,145,145,145,139,145,145
RedQuine,0,2,2,2,2,2,2,2
Redcats,5,6,6,6,6,6,6,6
Redschie,0,1,1,1,1,1,1,1
Regielee,17,20,20,20,20,19,20,20
Renadae,7,95,95,95,95,94,95,95
ReneeKarlsson,1,1,1,1,1,1,1,1
Rennae,14,14,14,14,14,14,14,14
RequiemI,0,1,1,1,1,0,1,1
Rexona2,1,1,1,1,1,1,1,1
RhondiPondi,49,59,59,59,59,58,59,59
Richling182,3,3,3,3,3,2,3,3
RickHenson,0,1,1,1,1,0,1,1
Riikk15,1,1,1,1,1,1,1,1
Rimarie143,13,14,14,14,14,13,14,14
Rimedio,1,1,1,1,1,0,1,1
RingoRolls,1,1,1,1,1,1,1,1
Riotstar99,1,1,1,1,1,1,1,1
Rita07,1,2,2,2,2,2,2,2
RitaCar,20,24,24,24,24,22,24,24
Rmmelberg,0,1,1,1,1,1,1,1
RobinMMyers,2,12,12,12,12,6,12,12
RobynFR,12,16,16,16,16,16,16,16
RocketSurgeon,60,75,75,75,75,75,75,75
RockinWithStix,51,61,61,61,61,58,61,61
Rockinrobin622,0,1,1,1,1,1,1,1
RogueRobot,140,140,140,140,140,134,140,140
RomanyRowan,2,3,3,3,3,1,3,3
Ron54,8,15,15,15,15,15,15,15
RosGodward,53,58,58,58,58,48,58,58
RosaKnits91,0,1,1,1,1,1,1,1
Rosarae,43,45,45,45,45,43,45,45
RoseEliza,31,48,48,48,48,47,48,48
RoselladelPrat,1,1,1,1,1,0,1,1
RosemondeLD,42,44,44,44,44,40,44,44
Rosesgrenouilles,2,4,4,4,4,4,4,4
RoseyRainey,28,43,42,43,43,43,43,43
Rosie249,78,96,96,96,96,92,96,96
Rosie4150,15,16,16,16,16,14,16,16
Rosiegal,53,65,65,65,65,62,65,65
Rosielicious,20,24,24,24,24,24,24,24
Rosipowell,2,3,3,3,3,3,3,3
RoundRabbit,0,1,1,1,1,0,1,1
RowanIsMyCat,7,20,20,20,20,17,20,20
Rullegardinsnor,5,5,5,5,5,5,5,5
Rumpelstrickchen,25,30,30,30,30,30,30,30
RussyDee,58,61,60,61,61,61,61,61
Ruthawen,9,13,13,13,13,13,13,13
S0ap,12,13,13,13,13,13,13,13
SCSparks,1,3,3,3,3,3,3,3
SHampton06,6,18,18,18,18,18,18,18
SMASHLAAYY,12,14,14,14,14,13,14,14
SMWoosley,7,8,8,8,8,8,8,8
SMcrochet,11,16,16,16,16,15,16,16
STEP4WARD,1,1,1,1,1,1,1,1
SabrinaKapalina,7,10,10,10,10,10,10,10
SailorsWife,0,1,1,1,1,1,1,1
SallyTom,3,3,3,3,3,3,3,3
Salsaknitter,1,2,2,2,2,2,2,2
SaludG,20,21,21,21,21,18,21,21
Sam9821,0,2,2,2,2,2,2,2
SammishGirl,314,363,363,363,363,361,363,363
SammyP,2,2,2,2,2,2,2,2
SandcastleBees,2,2,2,2,2,2,2,2
SandpaperTongue,1,1,1,1,1,1,1,1
SandraAllen,2,2,2,2,2,2,2,2
SandraMazAt,122,126,126,126,126,123,126,126
Sandrasgarngleder,55,55,55,55,55,46,55,55
SandreetCie,138,144,144,144,144,138,144,144
Sandy0829,38,38,38,38,38,38,38,38
SaniR,61,74,74,74,74,71,74,74
Sanpancho53,66,67,67,67,67,61,67,67
Saphy,3,9,9,9,9,9,9,9
SarMarBar,3,6,6,6,6,6,6,6
SarahIsAKnitter,17,27,27,27,27,26,27,27
SarahIva,0,2,2,2,2,2,2,2
SarahKat,7,7,7,7,7,6,7,7
SarahSchanck,2,2,2,2,2,2,2,2
Sarahhoward,34,40,40,40,40,40,40,40
Sarahkris,0,3,3,3,3,3,3,3
Sarahpjensen,0,4,4,4,4,4,4,4
Sarahtricotetrop,1,1,1,1,1,1,1,1
Sartir,62,62,62,62,62,59,62,62
Sasseysinger,0,5,5,5,5,5,5,5
SausageCat,5,8,8,8,8,7,8,8
SavageTribal,32,46,46,46,46,42,46,46
Sayeee,33,37,37,37,37,24,37,37
Schakenda,4,5,5,5,5,4,5,5
Schneefrau63,44,49,49,49,49,48,49,49
ScottKnits,13,13,13,13,13,13,13,13
Scruffie,86,94,94,94,94,94,94,94
SeaofLind,2,2,2,2,2,1,2,2
Seattlista,11,12,12,12,12,12,12,12
SeelieJayne,0,1,1,1,1,1,1,1
Seeyoulaterknits,22,22,22,22,22,21,22,22
SenninDrako,17,17,17,17,17,17,17,17
SensibleSue,1,3,3,3,3,3,3,3
SerenaCPearls,59,75,75,75,75,72,75,75
SevBidi,25,25,25,25,25,17,25,25
Sewingduck,16,16,16,16,16,16,16,16
SgtHotpants,4,4,4,4,4,4,4,4
Shacares,7,8,8,8,8,7,8,8
ShannonBernard,6,9,9,9,9,6,9,9
Shar860,77,78,78,78,78,76,78,78
Shari01,0,34,34,34,34,26,34,34
Sharissa,11,14,14,14,14,14,14,14
Sharonrogers29,2,2,2,2,2,2,2,2
Sharripie,228,241,241,241,241,238,241,241
Shashaleesiknits,3,3,3,3,3,2,3,3
SheepishFibreArt,1,1,1,1,1,1,1,1
ShellyShelly,4,5,5,5,5,5,5,5
ShellyStitch,9,12,12,12,12,11,12,12
Sherridrapeau,1,1,1,1,1,1,1,1
Shililoquy,25,27,27,27,27,25,27,27
ShimmiesWithYarn,4,5,5,5,5,5,5,5
ShovelBabe,2,4,4,4,4,3,4,4
SickSix6,15,26,26,26,26,24,26,26
Sigrunarna123,1,1,1,1,1,0,1,1
Simagre,1,1,1,1,1,1,1,1
SimoKnits,0,1,1,1,1,1,1,1
SimplySweet,32,36,36,36,36,35,36,36
Singer02,9,16,16,16,16,15,16,16
Siobhan0911,3,3,3,3,3,3,3,3
SiobhanG,11,20,20,20,20,20,20,20
Sirhai,6,9,9,9,9,9,9,9
Sirkutin,8,8,8,8,8,8,8,8
Sirma,30,30,30,30,30,30,30,30
Sirzy,14,15,15,15,15,14,15,15
Sistersgrimm,30,33,33,33,33,30,33,33
SkewerQueen,1,1,1,1,1,0,1,1
SkiffLakeDays,3,12,11,12,12,8,12,12
Skip1871,3,5,5,5,5,5,5,5
Skyelark,126,134,134,134,134,134,134,134
Skyetop,4,6,5,6,6,6,6,6
Skymningen,5,7,7,7,7,7,7,7
Slarpfters,1,1,1,1,1,1,1,1
SlowyMe,8,8,8,8,8,8,8,8
SmallandMoody,171,191,191,191,191,185,191,191
Smeagol42,1,1,1,1,1,1,1,1
Smellysock,1,1,1,1,1,1,1,1
Smith08,1,1,1,1,1,1,1,1
SmitzKnits,0,1,1,1,1,1,1,1
Snirkelsnurr,13,18,18,18,18,15,18,18
SnugsleyCat,4,11,11,11,11,11,11,11
SockVillian,1,3,2,3,3,3,3,3
Sockenfluse,1,1,1,1,1,1,1,1
Sockmonkey628,8,9,9,9,9,9,9,9
Sockwitch,2,2,2,2,2,2,2,2
Solace4,14,16,16,16,16,15,16,16
Solitaire99,1,1,1,1,1,1,1,1
Solosol,7,7,7,7,7,7,7,7
Soniamurillo,16,16,16,16,16,14,16,16
SonyaElaine,1,1,1,1,1,1,1,1
Soosan,3,3,3,3,3,3,3,3
SophLablanche,9,11,11,11,11,11,11,11
Sophielpcurieuse,3,3,3,3,3,2,3,3
Sorpresa,69,81,81,81,81,79,81,81
Sospira,1,1,1,1,1,1,1,1
SourdoughJettaM,12,12,12,12,12,12,12,12
SparklingEngineer,0,1,1,1,1,1,1,1
Sparks63,1,1,1,1,1,1,1,1
SpecialPowers,13,20,20,20,20,18,20,20
Specklepop,1,3,3,3,3,3,3,3
Spete73000,4,9,8,9,9,7,9,9
Spider-Chook,27,34,34,34,34,34,34,34
SpindleRose,121,140,140,140,140,137,140,140
Splendor-Solis,7,22,22,22,22,22,22,22
Sportsgirl019,20,23,23,23,23,21,23,23
Sproettoet,1,1,1,1,1,1,1,1
Squeaketski,0,2,2,2,2,2,2,2
Squeakyneedle,57,70,70,70,70,69,70,70
Squeeney01,2,3,3,3,3,3,3,3
Squeezylouizy,6,7,7,7,7,7,7,7
SquidKnitsCo,40,46,46,46,46,46,46,46
Squiggle12345,31,38,38,38,38,35,38,38
Stainedglassrosie,0,1,1,1,1,0,1,1
Stalkerknitter,8,9,9,9,9,8,9,9
StarryEyed,11,11,11,11,11,11,11,11
SteampunkPhoenix,1,1,1,1,1,0,1,1
Steeffie,396,397,397,397,397,355,397,397
Stellanor,2,3,3,3,3,3,3,3
StephBen,0,1,1,1,1,1,1,1
StephanieO,1,1,1,1,1,1,1,1
Stephaniesprimont,8,14,14,14,14,14,14,14
Stephie,5,6,6,6,6,6,6,6
Stephies,2,2,2,2,2,2,2,2
Stephil,0,1,1,1,1,0,1,1
Stephny,4,4,4,4,4,4,4,4
Sterenig,70,72,72,72,72,66,72,72
Stine03,0,1,1,1,1,1,1,1
StitchWizardry,18,24,24,24,24,20,24,24
Stitchingninja,28,42,42,42,42,39,42,42
Strasi,0,7,7,7,7,7,7,7
Strawberry12,0,1,1,1,1,1,1,1
StrawberryHillHS,24,26,26,26,26,25,26,26
Strickruby,1,1,1,1,1,1,1,1
StriggusBiggus,2,2,2,2,2,2,2,2
StrikkegladMilena,1,1,1,1,1,1,1,1
Strikkewenche,2,2,2,2,2,1,2,2
Strikking2000,13,14,14,14,14,14,14,14
StringsnStitches,0,3,3,3,3,1,3,3
SuBa,15,19,19,19,19,19,19,19
Subiknitter,1,3,3,3,3,3,3,3
Subnought,22,27,27,27,27,26,27,27
Sue21Yarn,44,45,45,45,45,44,45,45
Suebarlow,4,6,6,6,6,5,6,6
Sug1014,2,2,2,2,2,2,2,2
Sugarruss,58,63,63,63,63,55,63,63
SuisseMiss,1,1,1,1,1,1,1,1
Sunshine7667,4,4,4,4,4,4,4,4
Sunsun,57,64,64,64,64,64,64,64
Supergirl187,0,1,1,1,1,1,1,1
Supertech,9,11,11,11,11,11,11,11
SusanDHill,6,6,6,6,6,6,6,6
Susanne822,0,1,1,1,1,1,1,1
Susysknitting,10,11,11,11,11,11,11,11
Suze84,0,1,1,1,1,1,1,1
SuziCollinsIsBack,7,7,7,7,7,7,7,7
Swabyla92,1,1,1,1,1,1,1,1
SweetAbsinthe,81,124,124,124,124,120,124,124
SweetCharade,6,7,7,7,7,7,7,7
SwimmyKnits,2,5,5,5,5,5,5,5
Swimskiclimb,2,4,4,4,4,4,4,4
T-rouble,4,8,8,8,8,8,8,8
TKalv,0,1,1,1,1,0,1,1
Taayers2,26,28,28,28,28,28,28,28
TackAttack,8,9,9,9,9,9,9,9
Takou,2,3,3,3,3,2,3,3
TaleMaid,14,26,26,26,26,25,26,26
TalieBlu,0,2,2,2,2,1,2,2
Taliop,0,1,1,1,1,1,1,1
Talk2USoon,33,59,58,59,59,59,59,59
TallChaiLatte,0,1,1,1,1,1,1,1
TallulahBelle,92,97,97,97,97,87,97,97
TangleGirl,88,91,91,91,91,91,91,91
TangledSweetpea,16,22,22,22,22,22,22,22
Tanjasoe,4,4,4,4,4,4,4,4
TanujaAnnGoulet,31,35,35,35,35,33,35,35
Tapsu87,2,2,2,2,2,2,2,2
Tara-Lynn,1,1,1,1,1,1,1,1
TaraDon,1,2,2,2,2,2,2,2
TaraLyn,74,93,93,93,93,89,93,93
Taravada,13,15,15,15,15,15,15,15
Tashinaegg,2,2,2,2,2,1,2,2
Taterpie,4,6,6,6,6,6,6,6
Tatiana1,5,5,5,5,5,5,5,5
Tatjana97,5,6,6,6,6,6,6,6
TattooedFish,165,165,165,165,165,158,165,165
Tavimh,6,7,7,7,7,7,7,7
TeaWriter,19,22,22,22,22,17,22,22
Teaandpoppies,0,1,1,1,1,1,1,1
Teeny2488,10,10,10,10,10,9,10,10
Teish,8,10,10,10,10,10,10,10
Tempodeamoras,28,30,30,30,30,30,30,30
Teresou,12,12,12,12,12,12,12,12
TeriGodmother,81,89,88,89,89,87,89,89
TessaK,18,18,18,18,18,18,18,18
ThatCharlotte,9,12,12,12,12,12,12,12
Thatchickmadeit,2,4,4,4,4,4,4,4
Thaxter,0,1,1,1,1,1,1,1
TheCleverHen,2,2,2,2,2,2,2,2
TheCraftMonster,5,7,7,7,7,7,7,7
TheFibreCoTeam,0,11,11,11,11,10,11,11
TheIllumikniti,2,14,14,14,14,10,14,14
TheKimchilada,11,11,11,11,11,11,11,11
TheKnittinChicken,1,1,1,1,1,1,1,1
TheKnittingWombat,233,238,238,238,238,232,238,238
TheKnottyBrownie,5,8,8,8,8,8,8,8
TheLifeChaotic,20,24,24,24,24,24,24,24
TheLydster,0,3,3,3,3,3,3,3
TheManny,10,17,17,17,17,17,17,17
TheNordyGirl,1,2,2,2,2,1,2,2
TheReelMcCoy,1,1,1,1,1,1,1,1
TheRubyNeedle,5,12,12,12,12,10,12,12
TheSaucisse,2,2,2,2,2,2,2,2
TheSniglet,18,34,34,34,34,34,34,34
TheSockMonster,4,4,4,4,4,4,4,4
TheWayofMyPeople,28,28,28,28,28,27,28,28
TheWoollyMoose,0,1,1,1,1,1,1,1
TheYarnAndUs,13,18,15,18,18,17,18,18
TheYarnDiariestoo,0,1,1,1,1,1,1,1
ThereseKnitsStuff,4,5,5,5,5,5,5,5
ThespianChick,20,32,32,32,32,31,32,32
ThirdDuck,31,32,32,32,32,31,32,32
ThistleKnitter,48,64,64,64,64,61,64,64
Thorvalda,4,6,6,6,6,6,6,6
TibbiT,101,102,102,102,102,102,102,102
TierInMir28,1,1,1,1,1,1,1,1
TiggerTessie,2,2,2,2,2,2,2,2
Time2Knit,2,2,2,2,2,2,2,2
Tinalear,156,167,164,167,167,161,167,167
Tinystephanie,2,6,6,6,6,6,6,6
Tirgatao,5,5,5,5,5,5,5,5
Tiziana1005,6,6,6,6,6,6,6,6
Tobias4lyph,142,158,157,158,158,153,158,158
TomothyWiggins,6,6,6,6,6,5,6,6
TopazRiver,77,78,78,78,78,69,78,78
Torunn,20,26,26,26,26,20,26,26
Toskaa,2,3,3,3,3,3,3,3
Tovisen,3,5,5,5,5,4,5,5
TraceyRiff,12,13,13,13,13,13,13,13
Tricoaddict,0,1,1,1,1,1,1,1
Tricotriss,36,51,51,51,51,50,51,51
TripleZZZ,2,2,2,2,2,2,2,2
Troia1,46,47,47,47,47,46,47,47
TrophyWife1,9,19,19,19,19,19,19,19
Trudemor,43,52,52,52,52,49,52,52
True2myself,29,34,33,34,34,32,34,34
TryNew,1,1,1,1,1,1,1,1
Trycosaurus,120,120,120,120,120,116,120,120
Tswquilts,4,9,9,9,9,9,9,9
Turinka,1,1,1,1,1,1,1,1
TurtleAndMole,0,1,1,1,1,1,1,1
Tusa,37,45,45,45,45,41,45,45
Twelver,8,8,8,8,8,8,8,8
Twinster,1,1,1,1,1,1,1,1
TwirlingKate,1,1,1,1,1,1,1,1
TwistedStitcher52,0,1,1,1,1,1,1,1
Txbison,3,4,4,4,4,4,4,4
TygrLilly,2,2,2,2,2,2,2,2
Tzarawr,1,1,1,1,1,1,1,1
UdonNoodles,43,57,57,57,57,57,57,57
Uli58,92,96,96,96,96,93,96,96
Ulla1,442,478,478,478,478,421,478,478
UlrikeLG,4,8,8,8,8,8,8,8
Umbri,11,13,13,13,13,13,13,13
Umgarnt,39,46,46,46,46,45,46,46
UmmRahma,15,28,28,28,28,27,28,28
UnravellingYarn,0,1,1,1,1,1,1,1
Uphaia,36,40,40,40,40,39,40,40
UrsulaK25,1,1,1,1,1,1,1,1
Usha6,0,1,0,1,1,1,1,1
Valerie2599,61,63,63,63,63,63,63,63
ValerieBrennan,8,18,18,18,18,17,18,18
VegasSuzieD,1,1,1,1,1,1,1,1
VendulkaM,4,6,6,6,6,4,6,6
VeraGretchen,3,4,4,4,4,4,4,4
VernaLynn,33,34,34,34,34,34,34,34
VeroMaille,19,20,20,20,20,19,20,20
ViciBeach,1,1,1,1,1,1,1,1
VickiKnit,371,375,375,375,375,279,375,375
Vilipend,8,20,20,20,20,19,20,20
VinylKnits,77,87,87,87,87,74,87,87
VioletSimon,13,17,17,17,17,13,17,17
Violetshining,1,2,2,2,2,2,2,2
Viou,95,100,100,100,100,97,100,100
VisualVerve,1,2,2,2,2,2,2,2
VitomErica,1,1,1,1,1,1,1,1
WVKnitNeedle,34,36,36,36,36,33,36,36
Waldweg,50,67,66,67,67,66,67,67
Wardrobemadebyme,10,12,12,12,12,11,12,12
Warrioratheart83,7,12,12,12,12,12,12,12
WartyBobbler,43,53,52,53,53,40,53,53
WaywardArtist,4,4,4,4,4,3,4,4
Weather-or-Knit,2,2,2,2,2,1,2,2
WeeSandy,272,273,273,273,273,192,273,273
WendysWay,6,6,6,6,6,6,6,6
WhaleSongRoad,0,1,1,1,1,1,1,1
WhatAUsername,5,6,6,6,6,6,6,6
Whimsical,62,85,85,85,85,85,85,85
Whippet,0,2,2,2,2,2,2,2
Whiteflamingo,38,58,58,58,58,52,58,58
Whyfoon,1,1,1,1,1,1,1,1
WickedWool,6,10,10,10,10,10,10,10
Wida82,4,4,4,4,4,2,4,4
WildNaiada,7,9,9,9,9,9,9,9
Willcoa,0,1,1,1,1,1,1,1
WindaWabbit,3,3,3,3,3,3,3,3
WindsongFarm,3,5,5,5,5,5,5,5
Windya,1,1,1,1,1,1,1,1
Winnie1926,1,2,2,2,2,2,2,2
WinterMoon42,9,11,11,11,11,11,11,11
WittyFrenchy,18,19,19,19,19,17,19,19
WizardCat,8,10,10,10,10,9,10,10
Wobbs,6,6,6,6,6,6,6,6
WollEngel17,72,84,84,84,84,76,84,84
Wollart1,1,2,2,2,2,2,2,2
Wolliwahn,0,1,1,1,1,1,1,1
Wollknaeuel,217,219,219,219,219,213,219,219
Woolfreak,0,1,1,1,1,1,1,1
Woollydreaming,23,25,25,25,25,25,25,25
Wormswart,44,51,51,51,51,51,51,51
XantheJS,4,5,5,5,5,5,5,5
Xinic,9,13,13,13,13,13,13,13
XxCarolina,0,1,1,1,1,1,1,1
YKnitwit,3,3,3,3,3,3,3,3
Yannaknits,61,67,67,67,67,65,67,67
YarnAul,0,1,1,1,1,1,1,1
YarnOver50,1,2,2,2,2,1,2,2
Yarnphetamine,1,1,1,1,1,1,1,1
Yarnwench1,5,7,7,7,7,7,7,7
Yaylan,1,1,1,1,1,1,1,1
Yeahtea,4,4,4,4,4,4,4,4
YearnsYarn,97,112,111,112,112,108,112,112
Yisraela,1,1,1,1,1,1,1,1
YodaGirl,27,34,34,34,34,34,34,34
Yourpalshana,58,70,70,70,70,68,70,70
YvonneHofer,6,8,8,8,8,7,8,8
Zedia,0,1,1,1,1,1,1,1
ZiSquared,43,49,49,49,49,48,49,49
Ziina,148,157,157,157,157,152,157,157
Zimtbluete,160,180,178,180,180,176,180,180
ZipperKitty,1,2,2,2,2,2,2,2
ZoyaBee,2,3,3,3,3,3,3,3
Zukoxan,0,2,2,2,2,2,2,2
a2catwoman,0,1,1,1,1,1,1,1
a2etdoli,1,1,1,1,1,1,1,1
aLa012,1,3,3,3,3,3,3,3
aacrochetnyc,1,1,1,1,1,1,1,1
aaday,15,21,21,21,21,21,21,21
aandreuhh,22,27,27,27,27,27,27,27
aanniebe,0,1,1,1,1,1,1,1
abbeyroad1003,0,1,1,1,1,1,1,1
abbocris,5,5,5,5,5,4,5,5
abbyivey,0,1,1,1,1,1,1,1
abenormal,0,1,1,1,1,1,1,1
abhagrauer,5,5,5,5,5,5,5,5
abrew2427,8,13,13,13,13,13,13,13
abwy,34,38,38,38,38,38,38,38
acb8284747274,5,6,6,6,6,6,6,6
acriso21,1,2,2,2,2,2,2,2
adeline79,2,8,8,8,8,8,8,8
aegean72,7,13,13,13,13,13,13,13
aeriet123,16,21,19,21,21,21,21,21
aestrela,9,12,12,12,12,11,12,12
afdyer,1,1,1,1,1,1,1,1
agathab,6,8,8,8,8,7,8,8
agathaknits,1,2,2,2,2,2,2,2
agatlin,1,2,2,2,2,2,2,2
agingchild,4,6,6,6,6,6,6,6
aglogovac,2,2,2,2,2,2,2,2
agoss,0,1,1,1,1,1,1,1
agrowl,22,26,25,26,26,25,26,26
aguadora,3,5,5,5,5,5,5,5
ahanby3,1,1,1,1,1,1,1,1
aholzapfel,1,1,1,1,1,1,1,1
ahunt1990,99,103,103,103,103,63,103,103
ailena,28,44,44,44,44,44,44,44
aimee98,1,2,2,2,2,2,2,2
aimzc,4,4,4,4,4,3,4,4
aineconnell,1,2,2,2,2,1,2,2
airocean,10,11,11,11,11,11,11,11
aisuke,48,48,48,48,48,48,48,48
ajandu,2,2,2,2,2,2,2,2
ajbigs14,28,37,36,37,37,35,37,37
ajchu,1,1,1,1,1,1,1,1
ajisaok,0,1,1,1,1,1,1,1
akdavis,0,1,1,1,1,1,1,1
akelly1107,1,2,2,2,2,2,2,2
akrefwife,20,27,27,27,27,25,27,27
alanamari,1,1,1,1,1,1,1,1
aldin124,10,10,10,10,10,10,10,10
aleksyte,19,21,21,21,21,20,21,21
alexisjbell,10,10,10,10,10,10,10,10
alexmtoo,9,14,14,14,14,13,14,14
alexnoel1006,9,9,9,9,9,8,9,9
alexsraven,1,1,1,1,1,0,1,1
algockel,8,12,12,12,12,11,12,12
ali1ali,101,101,101,101,101,101,101,101
alibeckman,2,2,2,2,2,2,2,2
alicejanee,4,5,5,5,5,5,5,5
aliciapple,5,9,8,9,9,9,9,9
aligator15,3,3,3,3,3,3,3,3
alilou,27,34,34,34,34,34,34,34
alison1999,12,19,19,19,19,18,19,19
alisonaki,1,1,1,1,1,1,1,1
alittlelooksie,14,22,22,22,22,20,22,22
alittleperil,1,1,1,1,1,0,1,1
allgreek2me,132,138,138,138,138,125,138,138
allhooper,0,3,3,3,3,3,3,3
allicat,0,3,3,3,3,3,3,3
almalexia,1,3,3,3,3,3,3,3
almantaite,2,2,2,2,2,1,2,2
alnapo89,1,1,1,1,1,1,1,1
alpaka,4,7,7,7,7,7,7,7
alsatia,78,85,85,85,85,82,85,85
alyoup,22,31,31,31,31,31,31,31
amakatner,5,7,7,7,7,7,7,7
amaliablooms,6,30,30,30,30,29,30,30
amalieknits,2,3,3,3,3,2,3,3
amanda-panda,1,2,2,2,2,2,2,2
amandaelizabeth,8,47,47,47,47,47,47,47
amandamonkey,10,15,15,15,15,15,15,15
amarcher,39,46,46,46,46,46,46,46
amarena54,3,4,4,4,4,3,4,4
amberbryant,79,80,80,80,80,80,80,80
